Rank;Alb_ID;Alb_chr;Alb_start;Alb_end;Alb_strand;Atr_ID;Atr_chr;Atr_start;Atr_stop
165;AALB010531;3R;15185455;15188396;1;AATE011558;KI421885;7592830;7600084
166;AALB010531;3R;15185455;15188396;1;AATE011558;KI421885;7592830;7600084
167;AALB010531;3R;15185455;15188396;1;AATE011558;KI421885;7592830;7600084
168;AALB001246;3R;31716324;31727131;1;AATE010356;KI421917;170160;188238
169;AALB010360;3R;12573405;12574479;-1;;;;
170;AALB007610;3R;29764351;29773375;-1;AATE004586;KI421913;610101;616821
171;AALB010556;3R;15393661;15414900;-1;AATE020538;KI421887;2260376;2266565
172;AALB001271;3R;31065132;31065494;1;;;;
173;AALB007508;3R;32447702;32449852;1;;;;
174;AALB010098;3R;7736027;7739694;1;AATE005735;KI421893;7145649;7153465
175;AALB010660;3R;17368145;17370184;-1;AATE016184;KI421893;2777940;2787795
176;AALB009958;3R;5553131;5554798;1;AATE018321;KI421899;2723804;2725906
177;AALB010364;3R;12636240;12639302;1;AATE020581;KI421887;9337001;9340178
178;AALB008483;3R;23716795;23724526;1;AATE020807;KI421929;235985;245267
179;AALB007388;3R;27420134;27423041;1;AATE017882;KI421902;44834;47139
180;AALB014364;3R;1;545;-1;;;;
181;AALB010448;3R;13828725;13833790;-1;AATE019245;KI421887;2065250;2074821
182;AALB010448;3R;13828725;13833790;-1;AATE019245;KI421887;2065250;2074821
183;AALB003891;3R;28408966;28413366;-1;AATE018768;KI421909;925703;928403
184;AALB010377;3R;12722228;12724063;-1;AATE000055;KI421887;8766510;8769789
185;AALB010833;3R;20028372;20030115;1;AATE013989;KI421887;9176816;9183224
186;AALB010765;3R;19093038;19098218;-1;;;;
187;AALB010765;3R;19093038;19098218;-1;;;;
188;AALB010061;3R;7277543;7278807;1;;;;
189;AALB010625;3R;16778467;16782847;1;AATE002275;KI421901;1982525;1986441
190;AALB015513;3R;24909501;24911027;-1;AATE001791;KI421925;63879;66281
191;AALB007358;3R;28222288;28223427;-1;AATE015044;KI421909;1113759;1114871
192;AALB010196;3R;9931411;9936467;1;AATE006099;KI421899;2656352;2661203
193;AALB010105;3R;7872362;7874498;1;AATE015309;KI421893;6923513;6924184
194;AALB014905;3R;4121920;4122511;1;;;;
195;AALB009868;3R;3910614;3911669;-1;AATE010587;KI421902;1543029;1580362
196;AALB009868;3R;3910614;3911669;-1;AATE010587;KI421902;1543029;1580362
197;AALB009868;3R;3910614;3911669;-1;AATE010587;KI421902;1543029;1580362
198;AALB009868;3R;3910614;3911669;-1;AATE010587;KI421902;1543029;1580362
199;AALB007606;3R;29708710;29713605;1;;;;
200;AALB015395;3R;14303599;14303671;-1;;;;
201;AALB010739;3R;18415905;18419752;-1;AATE016403;KI421893;5947924;5949180
202;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
203;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
204;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
205;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
206;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
207;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
208;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
209;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
210;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
211;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
212;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
213;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
214;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
215;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
216;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
217;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
218;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
219;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
220;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
221;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
222;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
223;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
224;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
225;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
226;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
227;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
228;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
229;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
230;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
231;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
232;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
233;AALB010217;3R;10326706;10334483;1;AATE011126;KI421893;3489297;3498335
234;AALB009970;3R;5725642;5731669;1;AATE003645;KI421899;2999032;3008819
235;AALB009970;3R;5725642;5731669;1;AATE003645;KI421899;2999032;3008819
236;AALB009970;3R;5725642;5731669;1;AATE003645;KI421899;2999032;3008819
237;AALB010084;3R;7503906;7504328;-1;;;;
238;AALB010797;3R;19672008;19676191;1;;;;
239;AALB009936;3R;5213451;5220650;1;AATE012012;KI421893;2505224;2513063
240;AALB010361;3R;12607895;12618062;-1;AATE013060;KI421887;1099156;1109667
241;AALB010197;3R;9936502;9936734;1;;;;
242;AALB015876;3R;6078280;6079668;1;;;;
243;AALB015876;3R;6078280;6079668;1;;;;
244;AALB015876;3R;6078280;6079668;1;;;;
245;AALB015876;3R;6078280;6079668;1;;;;
246;AALB015876;3R;6078280;6079668;1;;;;
247;AALB015876;3R;6078280;6079668;1;;;;
248;AALB015876;3R;6078280;6079668;1;;;;
249;AALB015876;3R;6078280;6079668;1;;;;
250;AALB015876;3R;6078280;6079668;1;;;;
251;AALB015876;3R;6078280;6079668;1;;;;
252;AALB015876;3R;6078280;6079668;1;;;;
253;AALB015876;3R;6078280;6079668;1;;;;
254;AALB015876;3R;6078280;6079668;1;;;;
255;AALB015876;3R;6078280;6079668;1;;;;
256;AALB015876;3R;6078280;6079668;1;;;;
257;AALB015876;3R;6078280;6079668;1;;;;
258;AALB015876;3R;6078280;6079668;1;;;;
259;AALB015876;3R;6078280;6079668;1;;;;
260;AALB015876;3R;6078280;6079668;1;;;;
261;AALB015876;3R;6078280;6079668;1;;;;
262;AALB015876;3R;6078280;6079668;1;;;;
263;AALB015876;3R;6078280;6079668;1;;;;
264;AALB015876;3R;6078280;6079668;1;;;;
265;AALB015876;3R;6078280;6079668;1;;;;
266;AALB010335;3R;12157938;12160767;1;AATE000522;KI421887;6748934;6751848
267;AALB003899;3R;28507204;28515135;-1;AATE006708;KI421909;812762;814086
268;AALB010814;3R;19854688;19858459;1;AATE008564;KI421901;2375322;2379104
269;AALB010814;3R;19854688;19858459;1;AATE008564;KI421901;2375322;2379104
270;AALB001262;3R;31334119;31335416;-1;;;;
271;AALB010854;3R;20725490;20725723;-1;AATE019639;KI421911;618317;618889
272;AALB010854;3R;20725490;20725723;-1;AATE008581;KI421919;420182;423356
273;AALB006963;3R;24303870;24311558;-1;AATE010980;KI421910;806948;819737
274;AALB007553;3R;31888443;31889153;-1;AATE001123;KI421973;17157;17867
275;AALB007091;3R;26474016;26481686;1;;;;
276;AALB010216;3R;10300673;10301747;-1;AATE012082;KI421893;3525675;3526854
277;AALB010705;3R;17940107;17940833;-1;;;;
278;AALB014667;3R;27127360;27127674;1;;;;
279;AALB003967;3R;22353867;22361108;1;AATE012598;KI421893;4637520;4646619
280;AALB007540;3R;32147919;32149977;-1;AATE020466;KI422022;28974;30735
281;AALB007540;3R;32147919;32149977;-1;AATE020466;KI422022;28974;30735
282;AALB009959;3R;5555042;5555998;-1;AATE019840;KI421899;2725764;2727049
283;AALB010726;3R;18147526;18147878;1;;;;
284;AALB010464;3R;14070744;14072386;1;AATE009424;KI421902;2491081;2503220
285;AALB009905;3R;4354033;4354883;1;AATE009642;KI421901;2364927;2365424
286;AALB009950;3R;5469310;5472457;1;AATE005195;KI421893;4023250;4034038
287;AALB004009;3R;21888586;21897108;-1;AATE013449;KI421917;625558;627263
288;AALB007431;3R;27052891;27054456;1;AATE014921;KI421902;465613;467654
289;AALB007364;3R;28075837;28080385;1;AATE006208;KI421909;1222139;1226488
290;AALB007364;3R;28075837;28080385;1;AATE006208;KI421909;1222139;1226488
291;AALB015751;3R;3406236;3408745;1;AATE007187;KI421902;2291427;2293995
292;AALB010716;3R;18099326;18100630;-1;AATE012341;KI421887;3237075;3238391
293;AALB010716;3R;18099326;18100630;-1;AATE012341;KI421887;3237075;3238391
294;AALB010716;3R;18099326;18100630;-1;AATE001559;KI421887;3230046;3233616
295;AALB010716;3R;18099326;18100630;-1;AATE001559;KI421887;3230046;3233616
296;AALB007458;3R;33184483;33189633;1;AATE002772;KI421924;275415;284243
297;AALB009841;3R;3560650;3586690;1;AATE007097;KI421902;1953497;1970834
298;AALB014943;3R;9670073;9670454;1;;;;
299;AALB003732;3R;154192;155334;1;AATE007391;KI421887;8234331;8235656
300;AALB003831;3R;1322994;1325659;1;AATE006371;KI421887;5829991;5833081
301;AALB010158;3R;9311666;9312426;-1;AATE016912;KI421902;851375;860214
302;AALB007101;3R;26605100;26607390;1;AATE007068;KI421918;380674;383043
303;AALB004039;3R;21335983;21336660;-1;AATE001495;KI421893;4902253;4903143
304;AALB004039;3R;21335983;21336660;-1;AATE001495;KI421893;4902253;4903143
305;AALB014906;3R;4324066;4325790;1;;;;
306;AALB014968;3R;13344381;13346848;-1;;;;
307;AALB003778;3R;649703;654068;1;AATE015276;KI421888;61875;63600
308;AALB009963;3R;5607876;5613865;-1;AATE014817;KI421899;2810163;2813264
309;AALB009766;3R;2768303;2769611;1;AATE021165;KI421901;2971765;2973085
310;AALB003847;3R;1691694;1692145;1;;;;
311;AALB014960;3R;11832708;11833037;-1;;;;
312;AALB014977;3R;15330509;15331594;-1;;;;
313;AALB007049;3R;25927641;25930807;1;;;;
314;AALB014940;3R;8914020;8916074;-1;;;;
315;AALB007363;3R;28086210;28091012;1;AATE009882;KI421909;1212111;1217608
316;AALB015166;3R;9254967;9255038;1;;;;
317;AALB010332;3R;12128233;12132146;1;AATE016643;KI421887;6719770;6721547
318;AALB010332;3R;12128233;12132146;1;AATE016643;KI421887;6719770;6721547
319;AALB010279;3R;11181561;11181872;1;AATE004860;KI421899;1727541;1735802
320;AALB003870;3R;2567287;2567817;1;AATE019964;KI421887;4275134;4275966
321;AALB008484;3R;23713130;23715302;-1;AATE020801;KI421929;232721;235023
322;AALB010425;3R;13516824;13517268;-1;;;;
323;AALB007086;3R;26419680;26423482;1;AATE017460;KI421901;2784905;2788283
324;AALB006987;3R;24706682;24715034;1;;;;
325;AALB004021;3R;21629071;21638369;-1;AATE008323;KI421903;6394;11123
326;AALB006978;3R;24380764;24381626;1;AATE003309;KI422168;2505;4658
327;AALB003961;3R;22398053;22400121;-1;AATE002056;KI421893;4604556;4606647
328;AALB007392;3R;27360200;27363888;1;AATE006455;KI421902;80593;101095
329;AALB014384;3R;22797667;22799093;-1;;;;
330;AALB010126;3R;8485840;8488130;-1;AATE004146;KI421893;2925608;2928957
331;AALB010795;3R;19662877;19665037;-1;AATE011310;KI421901;1053014;1055637
332;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
333;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
334;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
335;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
336;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
337;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
338;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
339;AALB007376;3R;27706652;27718078;1;AATE005979;KI421910;218015;223315
340;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
341;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
342;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
343;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
344;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
345;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
346;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
347;AALB007376;3R;27706652;27718078;1;AATE001177;KI421910;236068;242887
348;AALB010264;3R;10771412;10772910;-1;;;;
349;AALB004017;3R;21717382;21730647;1;AATE013323;KI421903;205319;215372
350;AALB014788;3R;24079540;24079834;-1;;;;
351;AALB001225;3R;31835032;31839176;-1;AATE014554;KI422027;21879;24930
352;AALB007584;3R;28973683;28975114;-1;AATE008364;KI421898;899644;901076
353;AALB007093;3R;26541571;26543226;1;AATE000782;KI421901;2657544;2659514
354;AALB003787;3R;742810;745656;-1;AATE019603;KI421887;7499258;7502829
355;AALB014910;3R;5145643;5147716;1;AATE006699;KI421893;2414722;2417046
356;AALB007382;3R;27517106;27517725;1;AATE020741;KI421901;1893598;1897577
357;AALB007382;3R;27517106;27517725;1;AATE008590;KI421901;1888765;1891115
358;AALB003879;3R;2742136;2743022;1;AATE003943;KI421901;2997434;3009552
359;AALB007422;3R;27089219;27089524;1;;;;
360;AALB007517;3R;32330423;32331449;1;;;;
361;AALB014952;3R;10494613;10496786;-1;;;;
362;AALB010779;3R;19320964;19322224;-1;AATE018203;KI421899;1340499;1342466
363;AALB003712;3R;16801;18872;1;AATE016488;KI421887;9510454;9518411
364;AALB010460;3R;14017178;14022753;-1;AATE015976;KI421902;2561082;2567653
365;AALB010235;3R;10554686;10556460;1;AATE018663;KI421893;3194078;3196235
366;AALB015228;3R;32415809;32415893;-1;;;;
367;AALB003731;3R;145927;153990;1;AATE003805;KI421887;8236993;8243933
368;AALB001266;3R;31220901;31223505;1;;;;
369;AALB015345;3R;19623179;19623256;1;;;;
370;AALB010406;3R;13226616;13229318;-1;;;;
371;AALB010598;3R;16291435;16301023;-1;AATE018721;KI421893;1143497;1155642
372;AALB010598;3R;16291435;16301023;-1;AATE018721;KI421893;1143497;1155642
373;AALB010598;3R;16291435;16301023;-1;AATE018721;KI421893;1143497;1155642
374;AALB003824;3R;1240905;1246088;1;AATE018928;KI421887;5925321;5942883
375;AALB003824;3R;1240905;1246088;1;AATE018928;KI421887;5925321;5942883
376;AALB003824;3R;1240905;1246088;1;AATE018928;KI421887;5925321;5942883
377;AALB003824;3R;1240905;1246088;1;AATE018928;KI421887;5925321;5942883
378;AALB010522;3R;15124746;15126349;1;AATE007071;KI421899;4513897;4515668
379;AALB010350;3R;12530122;12532742;1;AATE007493;KI421899;1460459;1464306
380;AALB010042;3R;6916747;6918200;-1;AATE009784;KI421899;598409;600238
381;AALB007568;3R;28703532;28710537;1;AATE007112;KI421909;649614;651838
382;AALB003781;3R;669308;671403;-1;AATE016558;KI421887;7584245;7591438
383;AALB015123;3R;29447866;29447937;-1;;;;
384;AALB007432;3R;27041094;27047362;1;AATE000706;KI421902;468471;500262
385;AALB007432;3R;27041094;27047362;1;AATE000706;KI421902;468471;500262
386;AALB009810;3R;3188129;3188542;-1;AATE019501;KI421887;3051053;3085665
387;AALB003691;3R;34560766;34561559;1;;;;
388;AALB009939;3R;5228975;5230228;-1;AATE002302;KI421893;2524130;2525408
389;AALB001222;3R;31853545;31858217;1;AATE008205;KI421973;62094;66819
390;AALB010054;3R;7118299;7128543;1;AATE000093;KI421893;6805558;6807618
391;AALB010181;3R;9783505;9786119;-1;;;;
392;AALB015298;3R;21004243;21004543;1;;;;
393;AALB010781;3R;19326203;19332435;-1;AATE012845;KI421899;1344354;1362455
394;AALB007366;3R;28062513;28064359;-1;AATE003202;KI421909;1245788;1247129
395;AALB010024;3R;6365943;6366777;1;;;;
396;AALB010215;3R;10289559;10295758;1;AATE016344;KI421893;3534206;3536530
397;AALB010220;3R;10448514;10449266;-1;AATE004507;KI421901;2840288;2851618
398;AALB010220;3R;10448514;10449266;-1;AATE004507;KI421901;2840288;2851618
399;AALB010220;3R;10448514;10449266;-1;AATE004507;KI421901;2840288;2851618
400;AALB010220;3R;10448514;10449266;-1;AATE021101;KI421901;2830360;2839002
401;AALB010220;3R;10448514;10449266;-1;AATE021101;KI421901;2830360;2839002
402;AALB010220;3R;10448514;10449266;-1;AATE021101;KI421901;2830360;2839002
403;AALB009890;3R;4199431;4205179;-1;AATE009104;KI421899;1986720;2015754
404;AALB009899;3R;4321185;4322755;1;AATE021113;KI421899;1839598;1842358
405;AALB006999;3R;24889523;24904035;1;;;;
406;AALB010665;3R;17434468;17437949;1;AATE012279;KI421893;2870796;2874801
407;AALB008478;3R;23798082;23798966;1;AATE014464;KI421903;490216;491091
408;AALB010191;3R;9893014;9896327;-1;AATE017308;KI421899;2596041;2599772
409;AALB010470;3R;14097456;14102751;-1;;;;
410;AALB003796;3R;860021;860294;-1;;;;
411;AALB010055;3R;7165281;7169856;1;;;;
