Gene stable ID,Strand
AGAP005990,-1
AGAP005992,-1
AGAP005993,-1
AGAP005994,-1
AGAP005995,-1
AGAP005997,-1
AGAP006001,-1
AGAP006006,-1
AGAP006011,1
AGAP006012,-1
AGAP006013,1
AGAP006014,1
AGAP006017,-1
AGAP006018,-1
AGAP006020,-1
AGAP006021,1
AGAP006022,-1
AGAP006242,1
AGAP006243,-1
AGAP006244,1
AGAP006245,-1
AGAP006246,-1
AGAP006247,1
AGAP006248,1
AGAP006249,-1
AGAP006250,1
AGAP006253,1
AGAP006254,-1
AGAP006255,1
AGAP006256,-1
AGAP006258,-1
AGAP006260,-1
AGAP006261,-1
AGAP006262,-1
AGAP006263,-1
AGAP006264,1
AGAP006265,-1
AGAP006266,1
AGAP006267,-1
AGAP006269,-1
AGAP006271,-1
AGAP006273,-1
AGAP006274,-1
AGAP006278,1
AGAP006279,1
AGAP006280,-1
AGAP006281,1
AGAP006282,1
AGAP006283,-1
AGAP006321,-1
AGAP006323,1
AGAP006324,-1
AGAP006327,1
AGAP006328,1
AGAP006330,1
AGAP006339,-1
AGAP006344,-1
AGAP006362,1
AGAP006363,1
AGAP006365,1
AGAP006366,-1
AGAP006376,1
AGAP006653,1
AGAP006666,-1
AGAP006669,1
AGAP006670,1
AGAP006671,-1
AGAP006676,1
AGAP006916,1
AGAP006999,1
AGAP007000,-1
AGAP007001,1
AGAP007002,-1
AGAP007005,1
AGAP007006,-1
AGAP007120,1
AGAP007121,1
AGAP007127,-1
AGAP007128,1
AGAP007129,-1
AGAP007130,-1
AGAP007131,1
AGAP007133,1
AGAP007134,1
AGAP007135,-1
AGAP007136,1
AGAP007137,1
AGAP007238,-1
AGAP007239,1
AGAP007242,-1
AGAP007243,-1
AGAP007245,1
AGAP007498,1
AGAP007667,1
AGAP007668,-1
AGAP007669,1
AGAP007671,1
AGAP007672,-1
AGAP007722,1
AGAP008528,1
AGAP009984,1
AGAP010311,-1
AGAP010313,-1
AGAP010314,1
AGAP010321,1
AGAP010327,-1
AGAP010328,1
AGAP010331,1
AGAP010336,-1
AGAP010337,-1
AGAP010339,-1
AGAP010342,-1
AGAP010344,1
AGAP010345,-1
AGAP010346,1
AGAP010347,1
AGAP010354,-1
AGAP010357,1
AGAP010358,-1
AGAP010359,1
AGAP010366,-1
AGAP010371,-1
AGAP010376,-1
AGAP010379,-1
AGAP010380,-1
AGAP010381,1
AGAP010382,-1
AGAP010383,1
AGAP010386,-1
AGAP010392,-1
AGAP010394,-1
AGAP010395,-1
AGAP010397,1
AGAP010398,1
AGAP010399,-1
AGAP010402,-1
AGAP010403,-1
AGAP010406,1
AGAP010411,-1
AGAP010417,-1
AGAP010420,-1
AGAP010421,1
AGAP010422,1
AGAP010428,-1
AGAP010431,-1
AGAP010432,1
AGAP010435,-1
AGAP010437,-1
AGAP010438,1
AGAP010441,-1
AGAP010444,1
AGAP010445,-1
AGAP010450,1
AGAP010453,-1
AGAP010454,1
AGAP010456,-1
AGAP010462,-1
AGAP010467,1
AGAP010469,-1
AGAP010470,1
AGAP010473,1
AGAP010474,1
AGAP010476,1
AGAP010479,-1
AGAP010480,1
AGAP010482,1
AGAP010483,-1
AGAP010489,1
AGAP010490,1
AGAP010493,1
AGAP010506,-1
AGAP010509,-1
AGAP010514,-1
AGAP010516,1
AGAP010518,-1
AGAP010519,1
AGAP010530,1
AGAP010536,-1
AGAP010539,1
AGAP010542,-1
AGAP010543,1
AGAP010544,-1
AGAP010548,-1
AGAP010551,-1
AGAP010554,1
AGAP010558,-1
AGAP010559,1
AGAP010562,1
AGAP010564,-1
AGAP010568,-1
AGAP010571,-1
AGAP010575,1
AGAP010587,1
AGAP010589,1
AGAP010591,-1
AGAP010592,1
AGAP010595,1
AGAP010596,-1
AGAP010600,1
AGAP010608,-1
AGAP010610,1
AGAP010611,-1
AGAP010622,-1
AGAP010623,1
AGAP010624,-1
AGAP010629,1
AGAP010640,-1
AGAP010641,-1
AGAP010644,1
AGAP010647,-1
AGAP010648,1
AGAP010650,-1
AGAP010671,1
AGAP010673,-1
AGAP010677,1
AGAP010680,-1
AGAP010693,1
AGAP010694,-1
AGAP010697,-1
AGAP010698,1
AGAP010700,1
AGAP010702,1
AGAP010705,1
AGAP010706,1
AGAP010711,-1
AGAP010717,-1
AGAP010728,-1
AGAP010734,1
AGAP010735,-1
AGAP010740,-1
AGAP010744,1
AGAP010755,1
AGAP010756,-1
AGAP010757,1
AGAP010764,1
AGAP010776,-1
AGAP010781,1
AGAP010782,-1
AGAP010783,1
AGAP010788,-1
AGAP010791,-1
AGAP010792,1
AGAP010793,-1
AGAP010794,1
AGAP010799,1
AGAP010800,-1
AGAP010801,1
AGAP010808,-1
AGAP010817,-1
AGAP010820,-1
AGAP010824,1
AGAP010835,1
AGAP010836,-1
AGAP010841,1
AGAP010843,-1
AGAP010845,1
AGAP010847,-1
AGAP010850,1
AGAP010851,-1
AGAP010857,1
AGAP010867,-1
AGAP010870,-1
AGAP010872,1
AGAP010874,1
AGAP010877,-1
AGAP010881,1
AGAP010883,-1
AGAP010884,1
AGAP010891,1
AGAP010892,1
AGAP010893,1
AGAP010898,-1
AGAP010909,1
AGAP010917,1
AGAP010919,1
AGAP010924,-1
AGAP010925,1
AGAP010928,-1
AGAP010936,1
AGAP010940,1
AGAP010943,-1
AGAP010954,1
AGAP010958,1
AGAP010959,-1
AGAP010964,1
AGAP010966,1
AGAP010970,-1
AGAP010975,-1
AGAP010987,-1
AGAP011027,1
AGAP011031,1
AGAP011032,1
AGAP011033,-1
AGAP011038,1
AGAP011042,-1
AGAP011052,1
AGAP011054,1
AGAP011058,-1
AGAP011061,1
AGAP011062,1
AGAP011063,1
AGAP011064,1
AGAP011070,-1
AGAP011078,-1
AGAP011081,-1
AGAP011084,-1
AGAP011085,1
AGAP011087,1
AGAP011093,-1
AGAP011094,-1
AGAP011097,-1
AGAP011101,-1
AGAP011104,1
AGAP011107,-1
AGAP011110,1
AGAP011111,1
AGAP011116,1
AGAP011117,-1
AGAP011121,1
AGAP011122,-1
AGAP011123,-1
AGAP011127,-1
AGAP011128,-1
AGAP011130,1
AGAP011131,1
AGAP011137,-1
AGAP011138,-1
AGAP011140,-1
AGAP011141,1
AGAP011142,-1
AGAP011143,-1
AGAP011152,1
AGAP011158,1
AGAP011160,-1
AGAP011165,-1
AGAP011168,-1
AGAP011169,-1
AGAP011170,-1
AGAP011172,-1
AGAP011173,1
AGAP011174,-1
AGAP011178,-1
AGAP011186,1
AGAP011187,1
AGAP011195,-1
AGAP011196,1
AGAP011198,1
AGAP011207,-1
AGAP011216,1
AGAP011217,1
AGAP011218,-1
AGAP011220,1
AGAP011229,1
AGAP011243,1
AGAP011252,-1
AGAP011254,-1
AGAP011274,1
AGAP011275,1
AGAP011281,1
AGAP011282,1
AGAP011284,1
AGAP011285,-1
AGAP011293,1
AGAP011294,1
AGAP011295,-1
AGAP011298,-1
AGAP011301,-1
AGAP011302,1
AGAP011303,-1
AGAP011308,-1
AGAP011309,1
AGAP011312,1
AGAP011313,1
AGAP011314,-1
AGAP011315,1
AGAP011316,-1
AGAP011317,1
AGAP011318,1
AGAP011319,1
AGAP011322,-1
AGAP011326,-1
AGAP011329,1
AGAP011331,1
AGAP011334,-1
AGAP011337,1
AGAP011340,1
AGAP011343,1
AGAP011345,1
AGAP011347,-1
AGAP011351,1
AGAP011353,1
AGAP011354,-1
AGAP011356,1
AGAP011357,-1
AGAP011358,-1
AGAP011361,1
AGAP011370,1
AGAP011377,-1
AGAP011384,-1
AGAP011386,1
AGAP011393,-1
AGAP011398,1
AGAP011402,-1
AGAP011414,1
AGAP011415,-1
AGAP011422,-1
AGAP011423,1
AGAP011425,1
AGAP011426,-1
AGAP011433,-1
AGAP011436,1
AGAP011437,1
AGAP011439,-1
AGAP011441,1
AGAP011442,1
AGAP011446,-1
AGAP011448,1
AGAP011451,-1
AGAP011457,-1
AGAP011462,1
AGAP011463,1
AGAP011464,-1
AGAP011467,1
AGAP011470,1
AGAP011475,1
AGAP011476,1
AGAP011479,-1
AGAP011483,1
AGAP011485,-1
AGAP011487,1
AGAP011495,-1
AGAP011496,1
AGAP011505,-1
AGAP011506,-1
AGAP011507,-1
AGAP011511,1
AGAP011512,-1
AGAP011513,-1
AGAP011517,1
AGAP011521,1
AGAP011523,-1
AGAP011533,-1
AGAP011539,-1
AGAP011540,1
AGAP011542,1
AGAP011554,-1
AGAP011565,-1
AGAP011569,1
AGAP011570,-1
AGAP011572,-1
AGAP011573,1
AGAP011575,1
AGAP011581,-1
AGAP011583,1
AGAP011584,-1
AGAP011586,-1
AGAP011587,1
AGAP011600,-1
AGAP011603,-1
AGAP011609,1
AGAP011614,-1
AGAP011615,1
AGAP011620,1
AGAP011626,1
AGAP011629,-1
AGAP011635,-1
AGAP011641,1
AGAP011646,-1
AGAP011648,1
AGAP011670,1
AGAP011676,-1
AGAP011678,1
AGAP011683,-1
AGAP011689,1
AGAP011690,-1
AGAP011694,1
AGAP011704,-1
AGAP011705,1
AGAP011710,1
AGAP011713,-1
AGAP011716,-1
AGAP011717,1
AGAP011721,-1
AGAP011723,-1
AGAP011727,1
AGAP011730,1
AGAP011732,1
AGAP011733,1
AGAP011737,-1
AGAP011743,-1
AGAP011745,-1
AGAP011746,1
AGAP011749,-1
AGAP011751,-1
AGAP011757,1
AGAP011758,-1
AGAP011762,-1
AGAP011763,1
AGAP011766,-1
AGAP011769,1
AGAP011771,1
AGAP011782,1
AGAP011791,-1
AGAP011795,1
AGAP011796,-1
AGAP011797,1
AGAP011798,-1
AGAP011799,1
AGAP011800,-1
AGAP011803,1
AGAP011804,1
AGAP011808,1
AGAP011810,-1
AGAP011815,-1
AGAP011816,1
AGAP011817,-1
AGAP011820,-1
AGAP011822,-1
AGAP011827,1
AGAP011829,-1
AGAP011832,1
AGAP011834,1
AGAP011835,-1
AGAP011836,1
AGAP011838,1
AGAP011839,-1
AGAP011841,-1
AGAP011842,1
AGAP011846,1
AGAP011848,-1
AGAP011849,1
AGAP011859,-1
AGAP011870,1
AGAP011872,-1
AGAP011879,-1
AGAP011880,1
AGAP011881,-1
AGAP011887,-1
AGAP011888,1
AGAP011895,1
AGAP011896,-1
AGAP011897,-1
AGAP011899,1
AGAP011904,1
AGAP011906,1
AGAP011909,-1
AGAP011911,-1
AGAP011912,-1
AGAP011915,-1
AGAP011916,-1
AGAP011919,-1
AGAP011920,-1
AGAP011921,1
AGAP011922,-1
AGAP011927,-1
AGAP011931,1
AGAP011932,-1
AGAP011935,-1
AGAP011936,1
AGAP011938,-1
AGAP011939,-1
AGAP011944,-1
AGAP011947,-1
AGAP011948,1
AGAP011954,1
AGAP011956,-1
AGAP011960,1
AGAP011961,-1
AGAP011964,1
AGAP011967,1
AGAP011968,-1
AGAP011969,1
AGAP011970,-1
AGAP011971,1
AGAP011972,1
AGAP011979,1
AGAP011984,1
AGAP011985,-1
AGAP011987,1
AGAP011988,-1
AGAP011992,1
AGAP011993,-1
AGAP011996,1
AGAP011997,-1
AGAP012002,1
AGAP012006,1
AGAP012010,1
AGAP012012,-1
AGAP012013,1
AGAP012014,1
AGAP012029,-1
AGAP012030,-1
AGAP012033,-1
AGAP012038,-1
AGAP012040,1
AGAP012042,-1
AGAP012044,1
AGAP012046,1
AGAP012047,-1
AGAP012051,-1
AGAP012054,-1
AGAP012058,1
AGAP012061,-1
AGAP012070,-1
AGAP012077,1
AGAP012079,-1
AGAP012087,-1
AGAP012095,1
AGAP012100,1
AGAP012101,1
AGAP012103,-1
AGAP012104,1
AGAP012115,-1
AGAP012119,-1
AGAP012120,-1
AGAP012121,-1
AGAP012127,-1
AGAP012129,1
AGAP012132,-1
AGAP012136,1
AGAP012139,-1
AGAP012142,-1
AGAP012156,1
AGAP012163,1
AGAP012166,1
AGAP012167,1
AGAP012168,-1
AGAP012171,-1
AGAP012175,-1
AGAP012176,-1
AGAP012184,-1
AGAP012185,1
AGAP012189,1
AGAP012191,-1
AGAP012193,1
AGAP012194,-1
AGAP012209,1
AGAP012218,1
AGAP012219,1
AGAP012225,-1
AGAP012227,1
AGAP012229,-1
AGAP012230,1
AGAP012237,-1
AGAP012239,-1
AGAP012240,1
AGAP012241,1
AGAP012244,1
AGAP012246,-1
AGAP012255,-1
AGAP012261,-1
AGAP012263,-1
AGAP012265,1
AGAP012268,-1
AGAP012271,-1
AGAP012273,-1
AGAP012275,-1
AGAP012279,-1
AGAP012280,1
AGAP012287,-1
AGAP012288,-1
AGAP012301,1
AGAP012302,-1
AGAP012305,1
AGAP012310,1
AGAP012313,1
AGAP012315,1
AGAP012317,-1
AGAP012319,1
AGAP012321,-1
AGAP012330,1
AGAP012333,-1
AGAP012335,-1
AGAP012336,1
AGAP012341,1
AGAP012343,1
AGAP012344,1
AGAP012345,-1
AGAP012350,-1
AGAP012357,1
AGAP012361,-1
AGAP012362,1
AGAP012365,-1
AGAP012367,-1
AGAP012369,-1
AGAP012373,1
AGAP012375,-1
AGAP012376,1
AGAP012378,-1
AGAP012380,-1
AGAP012385,-1
AGAP012391,1
AGAP012393,1
AGAP012401,1
AGAP012404,1
AGAP012406,-1
AGAP012407,-1
AGAP012408,1
AGAP012411,-1
AGAP012415,-1
AGAP012419,-1
AGAP013248,-1
AGAP013327,1
AGAP013744,1
AGAP027994,1
AGAP027998,1
AGAP028005,1
AGAP028012,1
AGAP028030,1
AGAP028038,-1
AGAP028072,1
AGAP028105,-1
AGAP028121,-1
AGAP028138,-1
AGAP028143,-1
AGAP028146,-1
AGAP028148,-1
AGAP028154,1
AGAP028174,1
AGAP028198,-1
AGAP028223,-1
AGAP028399,-1
AGAP028410,-1
AGAP028413,-1
AGAP028416,1
AGAP028417,1
AGAP028418,1
AGAP028419,1
AGAP028430,-1
AGAP028454,1
AGAP028491,-1
AGAP028498,1
AGAP028499,1
AGAP028501,1
AGAP028504,1
AGAP028515,1
AGAP028519,-1
AGAP028522,-1
AGAP028526,-1
AGAP028529,-1
AGAP028536,-1
AGAP028542,-1
AGAP028543,-1
AGAP028546,-1
AGAP028600,1
AGAP028615,1
AGAP028616,-1
AGAP028617,1
AGAP028620,1
AGAP028621,-1
AGAP028623,1
AGAP028624,1
AGAP028626,-1
AGAP028630,-1
AGAP028636,-1
AGAP028638,-1
AGAP028723,-1
