# genome1: genome1
# genome2: genome2
# genome3: genome3
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign
125 3R 13665893 62778 + 3L 10711925 76092 + 3L 90625600 66975 -
126 3R 14017178 55208 + 3L 21299916 77639 - 3L 121271513 76572 -
127 3R 14077785 184902 + 3L 17025705 207818 - 3L 101655424 226467 -
128 3R 14286456 6495 + 3L 38043070 1821 + 3L 111336332 2171 +
129 3R 14330787 13452 + 3L 38107309 5490 + 3L 90867542 7263 -
130 3R 14713449 208819 + 3L 40213816 197693 - 3L 116006011 337954 +
131 3R 14968435 27600 + 3L 40124679 47558 - 3L 107461792 31758 +
132 3R 15079159 1490 + 3L 33252286 1957 + 3L 107636988 1450 +
133 3R 15118003 8346 + 3L 33330741 9550 + 3L 107676810 8572 +
134 3R 15129279 1862 + 3L 11724169 1859 + 3L 89902466 11471 -
135 3R 15196699 15257 + 3L 20424862 49555 - 3L 89810157 16341 -
136 3R 15301361 19680 + 3L 8901319 40071 + 3L 108295907 25019 +
137 3R 15393661 21239 + 3L 10699071 8303 - 3L 90697455 6189 +
138 3R 15475273 8690 + 3L 10585956 9044 - 3L 92060975 8744 -
139 3R 15537217 738608 + 3L 19106596 873202 + 3L 88597701 848108 +
140 3R 16281201 4273 + 3L 15780405 2824 - 3L 110813533 1312 +
141 3R 16377239 2740 + 3L 15672012 1222 - 3L 105747519 4992 -
142 3R 16652162 86572 + 3L 38462276 106604 + 3L 114210156 131065 +
143 3R 16741288 333518 + 3L 11875023 479249 + 3L 114342776 458043 +
144 3R 17144682 7372 + 3L 23469138 10250 - 3L 102681788 8486 +
145 3R 17292418 146924 + 3L 35881138 151167 + 3L 104124005 181704 -
146 3R 17450907 57219 + 3L 32840159 82222 + 3L 97796607 56945 -
147 3R 17706231 314760 + 3L 10179756 403731 - 3L 91753736 306869 -
148 3R 18027828 1271 + 3L 33281980 1484 - 3L 107652172 1877 -
149 3R 18105081 20723 + 3L 9850993 161517 - 3L 91642988 12228 -
150 3R 18139920 15900 + 3L 8331584 13610 + 3L 91618693 12349 -
151 3R 18413792 24369 + 3L 7936971 34386 - 3L 101044935 30252 +
152 3R 18502295 430775 + 3L 16546924 456152 + 3L 101148148 488156 +
153 3R 18971813 2652 + 3L 38005077 1793 - 3L 111294608 2879 -
154 3R 18978751 369461 + 3L 17432848 386207 + 3L 110820045 470579 -
155 3R 19362904 9619 + 3L 17838382 11403 + 3L 105881058 9166 +
156 3R 19466269 198768 + 3L 38794083 188890 + 3L 115062019 276354 +
157 3R 19665308 41404 + 3L 40703188 40447 - 3L 115338831 45719 +
158 3R 19806394 44672 + 3L 38221546 47561 + 3L 113962201 46238 +
159 3R 19889824 93871 + 3L 32979374 136580 + 3L 97667646 91486 -
160 3R 20051602 12755 + 3L 40073039 12653 - 3L 97578273 5357 -
161 3R 20130445 2053 + 3L 33476681 18932 + 3L 97504870 11615 -
162 3R 20338042 6856 + 3L 20103925 6528 - 3L 89550882 7609 -
163 3R 20348164 202184 + 3L 11244116 212084 + 3L 90084334 224577 -
164 3R 20726262 1816 + 3L 33341632 1847 + 3L 107685557 2043 +
165 3R 20750157 290800 + 3L 28013706 368535 + 3L 99383414 434171 -
166 3R 21131202 40384 + 3L 26923428 51793 - 3L 99260375 29630 -
167 3R 21172517 163272 + 3L 37838834 163016 + 3L 102097588 178300 -
168 3R 21337586 139072 + 3L 17278947 142040 - 3L 101932591 163633 -
169 3R 21573081 50084 + 3L 21445777 66695 + 3L 121418520 57484 +
170 3R 21626890 248272 + 3L 21518924 325192 + 3L 116394943 379763 +
171 3R 21888586 13798 + 3L 1905308 12977 + 3L 126167382 19888 -
172 3R 21960687 12349 + 3L 12766054 13134 + 3L 124925201 21406 -
173 3R 22088167 210654 + 3L 3935917 331764 - 3L 124693051 230424 -
174 3R 22307963 53145 + 3L 37774151 62295 - 3L 102278401 83919 +
175 3R 22398053 2068 + 3L 23819658 2634 - 3L 102393193 2091 +
176 3R 22570514 7326 + 3L 23244242 27101 - 3L 114814840 8470 +
177 3R 22773495 427914 + 3L 22492561 708279 - 3L 117361993 554300 -
178 3R 23307331 85281 + 3L 24962298 109138 - 3L 91213833 143710 +
179 3R 23401452 278070 + 3L 31734023 335701 + 3L 100539702 335859 -
180 3R 23705544 4588 + 3L 8723313 3867 - 3L 108166566 4723 -
181 3R 23741726 130995 + 3L 21847951 224778 + 3L 116817273 141179 +
182 3R 24181812 56928 + 3L 3870922 51100 - 3L 124604602 35500 -
183 3R 24244873 106988 + 3L 12342235 128749 - 3L 122166915 88677 +
184 3R 24505059 268646 + 3L 13517729 404641 + 3L 122414815 269994 +
185 3R 24809207 8960 + 3L 1237241 15598 - 3L 123779418 10047 -
186 3R 24909501 157725 + 3L 1661447 238050 + 3L 125296744 199384 -
187 3R 25093972 70248 + 3L 8613811 41938 - 3L 118697702 22490 -
188 3R 25296079 600209 + 3L 18227817 532609 - 3L 106286414 556167 -
189 3R 25904975 322896 + 3L 17851295 360708 - 3L 105893365 384515 -
190 3R 26253565 62252 + 3L 38569517 6892 - 3L 114829088 9506 -
191 3R 26320116 94424 + 3L 11852212 9656 - 3L 118114745 12092 +
192 3R 26419680 5334 + 3L 36853545 12369 + 3L 113603104 5451 +
193 3R 26427409 177097 + 3L 32617928 211479 - 3L 113611782 188653 +
194 3R 26699050 3931 + 3L 32495734 2054 - 3L 100126737 2531 +
195 3R 26781914 36922 + 3L 25278713 54831 - 3L 90978471 44723 +
196 3R 26883949 662 + 2L 43457361 4607 - 3L 91116964 668 +
197 3R 26994544 1232 + 3L 37837302 1214 + 3L 102276426 1187 -
198 3R 27052891 385794 + 3L 20532315 528954 + 3L 118800867 447219 -
199 3R 27620885 204670 + 3L 13964171 189596 - 3L 122722846 172572 -
200 3R 28062513 160914 + 3L 666756 218937 - 3L 123994427 133370 +
201 3R 28422077 292454 + 3L 2612105 461308 + 3L 124340658 261321 +
202 3R 28730401 307524 + 3L 2776773 411878 + 3L 121728460 403892 -
203 3R 29110919 737862 + 3L 3260597 599185 + 3L 123067025 629372 -
204 3R 29973848 1392662 + 3L 12601084 104323 + 3L 124984271 90393 -
205 3R 31373940 460116 + 3L 1918545 461001 + 3L 125623588 502239 -
206 3R 31835032 54121 + 3L 2388740 60723 + 3L 126211879 90180 +
207 3R 32217872 223932 + 2L 3519838 258710 - 2L 75842770 366304 +
208 3R 32507546 682087 + 2L 1926520 1520859 - 2R 33432629 1402888 +
209 3R 33466106 889 + 2L 9486328 6729 - 2L 74825148 4000 +
210 3R 34561867 988 + 2L 7195880 1377 + 2L 62626122 1471 -
211 3R 34570205 71369 + 2L 1595176 1456879 + 2R 33902267 961353 -
