albimanus;albimanus;albimanus;albimanus;albimanus;atroparvus;atroparvus;atroparvus;atroparvus;funestus;funestus;funestus;funestus;gambiae;gambiae;gambiae;gambiae;sinensis;sinensis;sinensis;sinensis;stephensi;stephensi;stephensi;stephensi
AALB010520;3R;15121855;15123801;1;AATE014496;KI421895;4547168;4555023;AFUN010224;KB669014;75976;77889;AGAP011801;3L;33335429;33337768;ASIS002682;KI916253;534394;535587;ASTE008203;KB664490;154086;156533
AALB010520;3R;15121855;15123801;1;AATE015419;AXCP01009799;2;394;AFUN010224;KB669014;75976;77889;AGAP011801;3L;33335429;33337768;ASIS002682;KI916253;534394;535587;ASTE008203;KB664490;154086;156533
AALB010520;3R;15121855;15123801;1;AATE008333;KI421967;93266;94276;AFUN010224;KB669014;75976;77889;AGAP011801;3L;33335429;33337768;ASIS002682;KI916253;534394;535587;ASTE008203;KB664490;154086;156533
AALB010520;3R;15121855;15123801;1;AATE014555;KI421899;4516397;4518899;AFUN010224;KB669014;75976;77889;AGAP011801;3L;33335429;33337768;ASIS002682;KI916253;534394;535587;ASTE008203;KB664490;154086;156533
AALB010415;3R;13335975;13344371;-1;AATE015330;KI421901;3927631;3937643;AFUN002246;KB668887;100209;106997;AGAP010611;3L;7159111;7167882;;;;;ASTE010058;KB664888;604707;612999
AALB008506;3R;23349026;23354349;1;AATE020607;KI421887;2863846;2874534;AFUN002549;KB668703;1180208;1185686;AGAP028522;3L;25001366;25012024;ASIS000442;KI916203;1543233;1545966;ASTE003273;KB664528;236399;245474
AALB007609;3R;29759872;29763033;1;AATE007914;KI421913;604939;608144;AFUN003481;KB669325;38644;45864;AGAP010444;3L;3746262;3749424;ASIS004603;KI916229;543663;546867;ASTE004368;KB664688;92089;95300
AALB010027;3R;6375268;6377435;-1;AATE000933;KI421923;117465;121273;AFUN002502;KB668703;160446;162582;AGAP012858;UNKN;34426895;34427797;ASIS021470;KI916203;10427;13361;ASTE005791;KB664496;199264;202006
AALB010027;3R;6375268;6377435;-1;AATE000933;KI421923;117465;121273;AFUN002502;KB668703;160446;162582;AGAP011519;3L;26419703;26422908;ASIS021470;KI916203;10427;13361;ASTE005791;KB664496;199264;202006
AALB010100;3R;7759916;7763169;1;AATE016041;KI421893;7103185;7112496;AFUN011196;KB668948;621345;624448;AGAP011570;3L;27950291;27954900;ASIS010870;KI916395;440498;443854;ASTE004976;KB665354;489708;492873
AALB010382;3R;12732419;12732868;-1;AATE012619;KI421887;8784111;8785097;AFUN011510;KB668868;9719;11167;AGAP011832;3L;33893177;33894381;;;;;ASTE004688;KB664513;361868;363667
AALB007602;3R;29522426;29525225;-1;AATE016865;KI421913;382145;382658;AFUN003487;KB669325;225480;226058;AGAP010437;3L;3546075;3546412;ASIS005330;KI916229;310966;311388;ASTE004374;KB664688;332635;333225
AALB010671;3R;17476696;17479016;-1;AATE007024;KI421887;9386763;9390746;AFUN008710;KB669269;172885;175182;AGAP011749;3L;32886016;32888673;ASIS007272;KI916393;262292;265597;ASTE004720;KB664988;646177;648516
AALB003846;3R;1630748;1631518;1;AATE018800;KI421887;5439064;5439912;AFUN003240;KB668814;15477;16244;AGAP011614;3L;29868915;29869793;ASIS021255;KI916261;724443;729402;ASTE008560;KB664485;1235;7504
AALB009861;3R;3833250;3834563;-1;;;;;;;;;;;;;;;;;ASTE000839;KB664420;345404;347626
AALB010039;3R;6859181;6864443;1;AATE010624;KI421899;528102;533821;AFUN002516;KB668703;639274;644604;AGAP028523;3L;25812878;25984957;ASIS022924;KI916203;758795;759519;ASTE009803;KB664535;88063;93155
AALB010039;3R;6859181;6864443;1;AATE010624;KI421899;528102;533821;AFUN002516;KB668703;639274;644604;AGAP028523;3L;25812878;25984957;ASIS022951;KI916203;754364;754832;ASTE009803;KB664535;88063;93155
AALB007043;3R;25892237;25896288;1;AATE019788;KI421893;709444;713426;AFUN009546;KB668925;217874;221015;AGAP011172;3L;18227817;18231439;ASIS018531;KI916249;693347;698624;ASTE004943;KB664855;682768;686698
AALB014979;3R;15380452;15380713;1;;;;;;;;;;;;;;;;;;;;
AALB010289;3R;11387017;11394849;1;AATE018105;KI421887;8536249;8543239;AFUN009027;KB668223;172319;177723;AGAP011859;3L;34276239;34289207;ASIS018883;KI916326;556876;563457;ASTE005698;KB664452;401904;409682
AALB014951;3R;10408938;10413387;-1;;;;;;;;;;;;;;;;;;;;
AALB003716;3R;54436;56071;-1;;;;;AFUN004952;KB668714;1137821;1140467;AGAP012388;3L;41538550;41540271;ASIS013751;KI916326;171730;172826;ASTE004590;KB665143;334339;337216
AALB009937;3R;5221716;5225289;-1;AATE017784;KI421893;2515933;2519234;AFUN006726;KB668783;167001;171286;AGAP011968;3L;35687053;35690662;ASIS009047;KI916233;395670;410165;ASTE008466;KB665043;109607;113056
AALB003762;3R;467656;471245;1;AATE006647;KI421887;7837616;7839390;AFUN008692;KB669269;46289;47867;AGAP011533;3L;26889027;26890643;;;;;ASTE011308;KB664788;286574;288141
AALB010451;3R;13859549;13860223;-1;AATE002435;KI421887;2032610;2053376;AFUN003470;KB668743;119412;120077;;;;;;;;;ASTE008183;KB665221;835307;840753
AALB010140;3R;8795063;8796333;-1;;;;;AFUN009343;KB669025;505823;507218;AGAP012063;3L;37202692;37205695;ASIS002889;AXCK02029242;82;749;ASTE001857;KB665276;502859;505490
AALB010576;3R;15814343;15828739;-1;AATE013818;KI421887;467019;486182;AFUN004053;KB668736;185002;200719;AGAP011214;3L;19429113;19433244;ASIS017897;KI916272;505764;524678;ASTE008254;KB665066;393537;401492
AALB010576;3R;15814343;15828739;-1;AATE013818;KI421887;467019;486182;AFUN004053;KB668736;185002;200719;AGAP011214;3L;19429113;19433244;ASIS017897;KI916272;505764;524678;ASTE008252;KB665066;387441;389772
AALB010728;3R;18157673;18158590;-1;;;;;;;;;;;;;;;;;;;;
AALB010310;3R;11888302;11890333;1;;;;;AFUN001949;KB668673;336245;337579;AGAP028629;3L;31258843;31260439;ASIS022962;KI916186;2829095;2830593;ASTE001885;KB664416;454606;456087
AALB014393;3R;21740055;21740493;-1;;;;;;;;;;;;;;;;;;;;
AALB007499;3R;32518780;32520525;1;AATE017399;KI421931;141855;145580;AFUN000466;KB668726;839864;847576;AGAP004734;2L;2920492;2930688;ASIS005107;KI916336;395156;399340;ASTE003628;KB664444;647618;652865
AALB010605;3R;16342774;16344790;1;;;;;;;;;;;;;;;;;;;;
AALB010324;3R;11990389;11992212;-1;;;;;AFUN001965;KB668673;472760;474510;AGAP011686;3L;31386287;31387999;ASIS003429;KI916186;2701885;2708311;ASTE001901;KB664416;625925;634563
AALB003999;3R;22090609;22092330;-1;AATE010096;KI421909;319136;320840;AFUN006506;KB668717;382844;384571;AGAP010482;3L;4264714;4266507;ASIS021371;KI916229;959518;960729;ASTE003792;KB664561;13650;15072
AALB010499;3R;14920277;14922268;1;AATE000930;KI421901;47422;48099;AFUN001354;KB668333;558779;564114;AGAP012321;3L;40213816;40214477;ASIS008025;KI916253;764989;765639;ASTE001592;KB665077;777035;781273
AALB010445;3R;13719494;13720865;-1;AATE015477;KI421887;2193051;2194229;AFUN008619;KB668833;78321;79825;;;;;ASIS020814;KI916186;1536367;1537473;ASTE008178;KB665221;709038;710227
AALB009821;3R;3270709;3277005;1;AATE015961;KI421887;2923099;2930378;;;;;AGAP011462;3L;24957611;24958920;ASIS002991;KI916203;1604768;1611541;ASTE003280;KB664528;294592;300239
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011020;3L;14572323;14572920;;;;;ASTE008452;KB665043;21485;38009
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011023;3L;14577825;14578413;;;;;ASTE008452;KB665043;21485;38009
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011021;3L;14573397;14573976;;;;;ASTE008452;KB665043;21485;38009
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011022;3L;14575679;14576304;;;;;ASTE008452;KB665043;21485;38009
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011017;3L;14568715;14569290;;;;;ASTE008452;KB665043;21485;38009
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011018;3L;14570004;14570560;;;;;ASTE008452;KB665043;21485;38009
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011008;3L;14550631;14551189;;;;;ASTE008452;KB665043;21485;38009
AALB009924;3R;5153308;5160507;1;;;;;AFUN006707;KB668783;56014;76377;AGAP011016;3L;14566614;14567310;;;;;ASTE008452;KB665043;21485;38009
